datetime,hour,day,solar_irradiation,ambient_temperature,solar_energy_generated,energy_consumption,net_energy
2026-09-05 12:00:00,12,5,591.1090225888915,22.981263051607804,2.659990601650012,0.45302197530881116,2.206968626341201
2026-09-05 13:00:00,13,5,720.413397518851,22.913111965790865,3.2418602888348294,0.520511695221302,2.721348593613527
2026-09-05 14:00:00,14,5,667.7197474181845,23.088151742694745,3.00473886338183,0.3346843720521546,2.6700544913296755
2026-09-05 15:00:00,15,5,702.4741377850587,25.381585694109933,3.161133620032764,0.3954567380346071,2.765676881998157
2026-09-05 16:00:00,16,5,572.8364632081813,23.819519507494295,2.5777640844368155,0.5587102729954501,2.019053811441365
2026-09-05 17:00:00,17,5,466.4520297728001,25.325588509202653,2.0990341339776,0.39845741537517954,1.7005767186024205
2026-09-05 18:00:00,18,5,400.0846310790587,24.25081189848169,1.800380839855764,0.9267819154067063,0.8735989244490576
2026-09-05 19:00:00,19,5,150.47840074983193,25.72529883893265,0.6771528033742437,0.9441966978267563,-0.26704389445251264
2026-09-05 20:00:00,20,5,0.0,24.40889850077057,0.0,0.9553354044642184,-0.9553354044642184
2026-09-05 21:00:00,21,5,0.0,25.61958996487723,0.0,0.7841621020679674,-0.7841621020679674
2026-09-05 22:00:00,22,5,0.0,18.522722020603688,0.0,0.9769929229854093,-0.9769929229854093
2026-09-05 23:00:00,23,5,0.0,24.405727000245477,0.0,0.4137522307258782,-0.4137522307258782
2026-09-06 00:00:00,0,6,0.0,15.28302458370327,0.0,0.2806917709169154,-0.2806917709169154
2026-09-06 01:00:00,1,6,0.0,15.070352657018587,0.0,0.359356970758126,-0.359356970758126
2026-09-06 02:00:00,2,6,0.0,13.273172477114109,0.0,0.2447100383299393,-0.2447100383299393
2026-09-06 03:00:00,3,6,0.0,12.666921516390055,0.0,0.24267427978581832,-0.24267427978581832
2026-09-06 04:00:00,4,6,0.0,19.17685621562632,0.0,0.3626633790476728,-0.3626633790476728
2026-09-06 05:00:00,5,6,0.0,16.108212966124334,0.0,0.33114788198397926,-0.33114788198397926
2026-09-06 06:00:00,6,6,0.0,20.681533569312972,0.0,0.37971872260898487,-0.37971872260898487
2026-09-06 07:00:00,7,6,0.0,22.67408859533417,0.0,0.8123844284283916,-0.8123844284283916
2026-09-06 08:00:00,8,6,37.49499344801194,20.556495238233865,0.16872747051605372,0.7214244271506065,-0.5526969566345528
2026-09-06 09:00:00,9,6,155.7903646149292,18.88145583723745,0.7010566407671813,0.8343028187853498,-0.13324617801816852
2026-09-06 10:00:00,10,6,419.47410284968885,21.367851619713456,1.8876334628235996,0.3173843723047455,1.5702490905188542
2026-09-06 11:00:00,11,6,452.9686873263545,23.785573821779725,2.0383590929685953,0.43653446948570407,1.6018246234828912
2026-09-06 12:00:00,12,6,670.4888373669696,22.81628610658357,3.017199768151363,0.3169359774407063,2.700263790710657
2026-09-06 13:00:00,13,6,711.7184355183095,21.3718029118076,3.202732959832393,0.46174892612743357,2.7409840337049594
2026-09-06 14:00:00,14,6,662.8756625838413,24.612554764264402,2.9829404816272858,0.5576115802515123,2.4253289013757735
2026-09-06 15:00:00,15,6,635.3835145539227,26.52905366554578,2.8592258154926524,0.5428664277339545,2.316359387758698
2026-09-06 16:00:00,16,6,721.4047229786302,25.69596470224056,3.2463212534038357,0.44347684684305133,2.8028444065607845
2026-09-06 17:00:00,17,6,630.0815678943267,23.247225786115152,2.83536705552447,0.5862544626133566,2.2491125929111133
2026-09-06 18:00:00,18,6,361.459970522116,23.63478856486259,1.626569867349522,0.914999026234464,0.7115708411150579
2026-09-06 19:00:00,19,6,197.05925344826792,22.03561129154952,0.8867666405172057,0.7071666762921415,0.1795999642250642
2026-09-06 20:00:00,20,6,0.0,22.610934444124467,0.0,0.8764190038699362,-0.8764190038699362
2026-09-06 21:00:00,21,6,0.0,24.453645696161004,0.0,0.7926237460346467,-0.7926237460346467
2026-09-06 22:00:00,22,6,0.0,24.362837968535473,0.0,0.9962942940475907,-0.9962942940475907
2026-09-06 23:00:00,23,6,0.0,23.421621607024314,0.0,0.47403766323558194,-0.47403766323558194
2026-09-07 00:00:00,0,7,0.0,14.925865422914569,0.0,0.3627231154335584,-0.3627231154335584
2026-09-07 01:00:00,1,7,0.0,17.80651689143865,0.0,0.21028030241613127,-0.21028030241613127
2026-09-07 02:00:00,2,7,0.0,18.338309928123422,0.0,0.22278003457569293,-0.22278003457569293
2026-09-07 03:00:00,3,7,0.0,17.137289279497598,0.0,0.3163916240905582,-0.3163916240905582
2026-09-07 04:00:00,4,7,0.0,15.765406773442338,0.0,0.3308569204603832,-0.3308569204603832
2026-09-07 05:00:00,5,7,0.0,16.25787830093673,0.0,0.31343071891819085,-0.31343071891819085
2026-09-07 06:00:00,6,7,0.0,20.482435322135668,0.0,0.4239164574919693,-0.4239164574919693
2026-09-07 07:00:00,7,7,0.0,19.055780772111433,0.0,0.6065934980499551,-0.6065934980499551
2026-09-07 08:00:00,8,7,0.0,20.07491520294949,0.0,0.8103626118160342,-0.8103626118160342
2026-09-07 09:00:00,9,7,128.9017453821341,20.70722282174977,0.5800578542196034,0.7580769649267999,-0.17801911070719645
2026-09-07 10:00:00,10,7,281.71228372954056,19.91983116927042,1.2677052767829324,0.5371193008952464,0.730585975887686
2026-09-07 11:00:00,11,7,515.7855895769706,21.26905762869527,2.3210351530963678,0.5414599736958821,1.7795751794004857
2026-09-07 12:00:00,12,7,658.5156438975138,22.209548358906705,2.9633203975388116,0.349943270271549,2.613377127267263
2026-09-07 13:00:00,13,7,779.42834606716,23.064014176958434,3.50742755730222,0.33817720030094073,3.169250357001279
2026-09-07 14:00:00,14,7,592.8998109464435,24.189716441125075,2.6680491492589957,0.4053008243055821,2.2627483249534137
2026-09-07 15:00:00,15,7,727.4830701661552,24.39044780729785,3.273673815747699,0.5912557833653126,2.6824180323823863
2026-09-07 16:00:00,16,7,666.7790945971091,23.433425222817462,3.0005059256869906,0.5920948661774053,2.4084110595095853
2026-09-07 17:00:00,17,7,517.4162746608486,22.91760014495613,2.3283732359738183,0.5877579543326259,1.7406152816411924
2026-09-07 18:00:00,18,7,428.8196728367676,25.158771212615388,1.929688527765454,0.8231598029660374,1.1065287247994167
2026-09-07 19:00:00,19,7,146.37723429964012,24.113510920570373,0.6586975543483805,0.8156564207598958,-0.15695886641151524
2026-09-07 20:00:00,20,7,28.349731353796244,24.295899493819398,0.12757379109208308,0.9046688242385585,-0.7770950331464754
2026-09-07 21:00:00,21,7,0.0,23.66403111213044,0.0,0.9338356874579965,-0.9338356874579965
2026-09-07 22:00:00,22,7,0.0,24.70919071091345,0.0,0.7664141165630207,-0.7664141165630207
2026-09-07 23:00:00,23,7,0.0,24.883469588647007,0.0,0.5076830587388241,-0.5076830587388241
2026-09-08 00:00:00,0,8,0.0,16.11006208825898,0.0,0.21494742783505286,-0.21494742783505286
2026-09-08 01:00:00,1,8,0.0,13.368169379304568,0.0,0.2121652469240734,-0.2121652469240734
2026-09-08 02:00:00,2,8,0.0,16.755419216381565,0.0,0.3638916759566593,-0.3638916759566593
2026-09-08 03:00:00,3,8,0.0,15.818937181566548,0.0,0.20522654193108625,-0.20522654193108625
2026-09-08 04:00:00,4,8,0.0,18.105998019510135,0.0,0.27292201754291523,-0.27292201754291523
2026-09-08 05:00:00,5,8,0.0,16.035641774249026,0.0,0.23445410908255845,-0.23445410908255845
2026-09-08 06:00:00,6,8,0.0,17.469038251329025,0.0,0.4793283326690701,-0.4793283326690701
2026-09-08 07:00:00,7,8,0.0,21.7739849296066,0.0,0.778824139265815,-0.778824139265815
2026-09-08 08:00:00,8,8,0.0,20.019517495461272,0.0,0.7384248506829874,-0.7384248506829874
2026-09-08 09:00:00,9,8,206.82546504742444,18.618045932977438,0.93071459271341,0.7839871417057298,0.14672745100768014
2026-09-08 10:00:00,10,8,291.8788748345646,21.240483215448066,1.3134549367555408,0.33921427106828766,0.9742406656872531
2026-09-08 11:00:00,11,8,562.8911575827942,21.972046153362147,2.533010209122574,0.40379167342193034,2.1292185357006437
2026-09-08 12:00:00,12,8,742.980184313394,21.289683154159643,3.3434108294102733,0.38429122733697224,2.9591196020733013
2026-09-08 13:00:00,13,8,643.7663093242173,22.48987426470041,2.896948391958978,0.4665591296854614,2.4303892622735166
2026-09-08 14:00:00,14,8,796.0327093000741,24.187199550384605,3.5821471918503334,0.5329361127989309,3.0492110790514024
2026-09-08 15:00:00,15,8,673.5163096342201,22.737852550377596,3.0308233933539905,0.3741036955240658,2.656719697829925
2026-09-08 16:00:00,16,8,624.4810728477541,23.99962038297653,2.8101648278148934,0.5487242580059882,2.2614405698089053
2026-09-08 17:00:00,17,8,495.45868875323833,22.925828531903182,2.2295640993895725,0.5139615959529411,1.7156025034366313
2026-09-08 18:00:00,18,8,440.98887533229095,25.080068704656462,1.9844499389953094,0.8977927298809636,1.0866572091143458
2026-09-08 19:00:00,19,8,232.97465639873127,22.735269851100057,1.0483859537942906,0.7726244254241353,0.2757615283701552
2026-09-08 20:00:00,20,8,0.0,24.943558672491985,0.0,0.833831786254002,-0.833831786254002
2026-09-08 21:00:00,21,8,0.0,22.182532723778092,0.0,0.7299852914133661,-0.7299852914133661
2026-09-08 22:00:00,22,8,0.0,25.44247971236031,0.0,0.7392907932301545,-0.7392907932301545
2026-09-08 23:00:00,23,8,0.0,21.515848639924158,0.0,0.39125864032681623,-0.39125864032681623
2026-09-09 00:00:00,0,9,0.0,12.407344889445731,0.0,0.3483928787703854,-0.3483928787703854
2026-09-09 01:00:00,1,9,0.0,15.701497283739482,0.0,0.2967767174321108,-0.2967767174321108
2026-09-09 02:00:00,2,9,0.0,18.56234920461033,0.0,0.3150278230191178,-0.3150278230191178
2026-09-09 03:00:00,3,9,0.0,16.11870036248854,0.0,0.3624093774688082,-0.3624093774688082
2026-09-09 04:00:00,4,9,0.0,14.541140892640954,0.0,0.2338816743066733,-0.2338816743066733
2026-09-09 05:00:00,5,9,0.0,19.3608321855308,0.0,0.3082095001229224,-0.3082095001229224
2026-09-09 06:00:00,6,9,0.0,18.066397987771083,0.0,0.3819897907157036,-0.3819897907157036
2026-09-09 07:00:00,7,9,0.0,16.961553726709127,0.0,0.7216818363820459,-0.7216818363820459
2026-09-09 08:00:00,8,9,29.005997219625186,18.422570212614932,0.13052698748831335,0.7799490054186652,-0.6494220179303518
2026-09-09 09:00:00,9,9,289.52056697176806,21.785072724515892,1.3028425513729562,0.7544600587276116,0.5483824926453447
2026-09-09 10:00:00,10,9,461.93265701042105,22.297729729788045,2.078696956546895,0.5192905740859977,1.5594063824608972
2026-09-09 11:00:00,11,9,534.0191770399209,20.214652974765695,2.403086296679644,0.31235587249783364,2.0907304241818103
2026-09-09 12:00:00,12,9,661.7742782034867,24.57977493022816,2.97798425191569,0.33601087412681996,2.6419733777888696
2026-09-09 13:00:00,13,9,637.5386307003547,25.265063188103085,2.868923838151596,0.320126107765331,2.548797730386265
2026-09-09 14:00:00,14,9,640.9852727988261,23.498639549003016,2.884433727594718,0.3663792443185469,2.518054483276171
2026-09-09 15:00:00,15,9,679.836224209338,24.598502940076287,3.059263008942021,0.3866391549159169,2.6726238540261043
2026-09-09 16:00:00,16,9,620.0050579398096,24.71430255974365,2.790022760729143,0.5030006759096167,2.287022084819526
2026-09-09 17:00:00,17,9,455.99160609243785,23.502696207391896,2.05196222741597,0.38848196272806435,1.6634802646879057
2026-09-09 18:00:00,18,9,346.6414605856238,24.153775064101104,1.5598865726353073,0.7775758604397331,0.7823107121955741
2026-09-09 19:00:00,19,9,228.54832340971564,21.909341253500823,1.0284674553437203,0.7543190143850866,0.27414844095863367
2026-09-09 20:00:00,20,9,0.0,23.459996570345016,0.0,0.8595449665097555,-0.8595449665097555
2026-09-09 21:00:00,21,9,0.0,23.089462720115336,0.0,0.9876503851683407,-0.9876503851683407
2026-09-09 22:00:00,22,9,0.0,25.014947293889353,0.0,0.7981811955368742,-0.7981811955368742
2026-09-09 23:00:00,23,9,0.0,21.084047666702038,0.0,0.3275729591094075,-0.3275729591094075
2026-09-10 00:00:00,0,10,0.0,13.913441333507718,0.0,0.23462762093676715,-0.23462762093676715
2026-09-10 01:00:00,1,10,0.0,16.027414904650414,0.0,0.3027953184522729,-0.3027953184522729
2026-09-10 02:00:00,2,10,0.0,14.389715372383563,0.0,0.20495605964047856,-0.20495605964047856
2026-09-10 03:00:00,3,10,0.0,17.999888456411682,0.0,0.25835829134563876,-0.25835829134563876
2026-09-10 04:00:00,4,10,0.0,20.067898980954375,0.0,0.25489859219263156,-0.25489859219263156
2026-09-10 05:00:00,5,10,0.0,18.448832787428476,0.0,0.24197200262432156,-0.24197200262432156
2026-09-10 06:00:00,6,10,0.0,18.304889608144922,0.0,0.3629643608558367,-0.3629643608558367
2026-09-10 07:00:00,7,10,0.0,19.77833927663401,0.0,0.6594740409222817,-0.6594740409222817
2026-09-10 08:00:00,8,10,0.0,21.998031267527065,0.0,0.8509751866309418,-0.8509751866309418
2026-09-10 09:00:00,9,10,179.86556037697886,19.068017941507975,0.8093950216964049,0.7013935804113143,0.1080014412850906
2026-09-10 10:00:00,10,10,351.1087805831793,21.22335100689894,1.5799895126243069,0.3846612724598115,1.1953282401644953
2026-09-10 11:00:00,11,10,568.3840683370768,21.654197751011957,2.5577283075168453,0.30981516047465,2.2479131470421954
2026-09-10 12:00:00,12,10,792.9048538582579,22.57981154051165,3.5680718423621602,0.5280190584749014,3.040052783887259
2026-09-10 13:00:00,13,10,685.9524279504919,22.589124369326097,3.086785925777214,0.4915520710359067,2.5952338547413074
2026-09-10 14:00:00,14,10,714.2367366423302,24.273570078681175,3.2140653148904863,0.35656350621205435,2.857501808678432
2026-09-10 15:00:00,15,10,686.5295665590621,24.039991715436297,3.0893830495157792,0.47104072130206515,2.618342328213714
2026-09-10 16:00:00,16,10,606.2168430369568,24.70628277732418,2.7279757936663054,0.35017687124899827,2.3777989224173073
2026-09-10 17:00:00,17,10,476.92046759931407,26.999677405062364,2.1461421041969135,0.5403027419064066,1.605839362290507
2026-09-10 18:00:00,18,10,368.0180133501181,23.86750359931532,1.6560810600755314,0.9544997117814041,0.7015813482941272
2026-09-10 19:00:00,19,10,157.25734286384522,24.851634832640265,0.7076580428873035,0.88041141414768,-0.1727533712603765
2026-09-10 20:00:00,20,10,0.0,23.443753390398307,0.0,0.8415801235100739,-0.8415801235100739
2026-09-10 21:00:00,21,10,0.0,24.413522837679682,0.0,0.7260596609232701,-0.7260596609232701
2026-09-10 22:00:00,22,10,0.0,23.174963506999486,0.0,0.7071490853890836,-0.7071490853890836
2026-09-10 23:00:00,23,10,0.0,23.79476392920218,0.0,0.5181066852350504,-0.5181066852350504
2026-09-11 00:00:00,0,11,0.0,16.358741057927613,0.0,0.2698074892949887,-0.2698074892949887
2026-09-11 01:00:00,1,11,0.0,17.31620263715945,0.0,0.3197813089856071,-0.3197813089856071
2026-09-11 02:00:00,2,11,0.0,12.520007259832354,0.0,0.31146829846213286,-0.31146829846213286
2026-09-11 03:00:00,3,11,0.0,20.28514896318109,0.0,0.3082036857531608,-0.3082036857531608
2026-09-11 04:00:00,4,11,0.0,17.197202946805163,0.0,0.36808397850828534,-0.36808397850828534
2026-09-11 05:00:00,5,11,0.0,18.400564834631396,0.0,0.3501639911484745,-0.3501639911484745
2026-09-11 06:00:00,6,11,0.0,18.28060499046512,0.0,0.4127318273836007,-0.4127318273836007
2026-09-11 07:00:00,7,11,0.0,17.47191372192519,0.0,0.6474266528904435,-0.6474266528904435
2026-09-11 08:00:00,8,11,0.0,20.19434686040273,0.0,0.6093518594181393,-0.6093518594181393
2026-09-11 09:00:00,9,11,193.71846254693614,20.571227915560893,0.8717330814612126,0.7814046002864377,0.09032848117477499
