datetime,hour,month,dayofyear,solar_irradiation,ambient_temperature,solar_energy_generated,energy_consumption,net_energy
2025-01-02 11:00:00,11,1,2,312.4898063656519,10.498617112145222,1.4062041286454334,0.2786203809646943,1.127583747680739
2025-01-02 12:00:00,12,1,2,395.54008765772426,10.898460899696628,1.779930394459759,0.47917618075647,1.300754213703289
2025-01-02 13:00:00,13,1,2,511.49845481375166,11.291808601631828,2.3017430466618825,0.3711475648654985,1.930595481796384
2025-01-02 14:00:00,14,1,2,436.2930317822916,11.835319932976777,1.963318643020312,0.2819943204354661,1.681324322584846
2025-01-02 15:00:00,15,1,2,349.15125583370275,12.295176827275904,1.5711806512516622,0.3727238711861455,1.1984567800655168
2025-01-02 16:00:00,16,1,2,291.495612753494,9.664213209314305,1.3117302573907228,0.3565891216136419,0.9551411357770808
2025-01-02 17:00:00,17,1,2,369.1003606650592,11.198236854066044,1.6609516229927663,0.3709900728764651,1.289961550116301
2025-01-02 18:00:00,18,1,2,193.45944140608,10.00133511906008,0.8705674863273599,0.8316646449442634,0.0389028413830965
2025-01-02 19:00:00,19,1,2,117.696822898731,11.696747900069496,0.5296357030442895,0.8897733813948874,-0.3601376783505978
2025-01-02 20:00:00,20,1,2,0.0,12.742258685235251,0.0,0.9809541960269798,-0.9809541960269798
2025-01-02 21:00:00,21,1,2,0.0,11.76038967340119,0.0,0.8433269978847416,-0.8433269978847416
2025-01-02 22:00:00,22,1,2,0.0,11.832038101377089,0.0,0.8706405526874441,-0.8706405526874441
2025-01-02 23:00:00,23,1,2,0.0,11.544421513582858,0.0,0.2722094079220469,-0.2722094079220469
2025-01-03 00:00:00,0,1,3,0.0,5.825492074010036,0.0,0.1782198380734233,-0.1782198380734233
2025-01-03 01:00:00,1,1,3,0.0,8.77439874942192,0.0,0.4404218714125765,-0.4404218714125765
2025-01-03 02:00:00,2,1,3,0.0,7.113241810848103,0.0,0.54272593013437,-0.54272593013437
2025-01-03 03:00:00,3,1,3,0.0,7.505387460416014,0.0,0.5666540049585578,-0.5666540049585578
2025-01-03 04:00:00,4,1,3,0.0,7.881044997649585,0.0,0.4468127823777531,-0.4468127823777531
2025-01-03 05:00:00,5,1,3,0.0,6.617176550047704,0.0,0.5816862035130614,-0.5816862035130614
2025-01-03 06:00:00,6,1,3,0.0,8.499266484238621,0.0,0.3628907292208734,-0.3628907292208734
2025-01-03 07:00:00,7,1,3,7.014175428343007,9.370723815186428,0.0315637894275435,0.5923648175067319,-0.5608010280791883
2025-01-03 08:00:00,8,1,3,144.5705964829512,11.455096229908383,0.6505676841732805,0.648152385964679,0.0024152982086015
2025-01-03 09:00:00,9,1,3,282.66444249163675,10.781015861799304,1.2719899912123651,0.7394554857269635,0.5325345054854018
2025-01-03 10:00:00,10,1,3,274.58431109533035,8.370326896485846,1.2356293999289865,0.3991118173297526,0.8365175825992339
2025-01-03 11:00:00,11,1,3,345.4544396331048,12.019559048945116,1.554544978348971,0.4698451825459718,1.0846997958029996
2025-01-03 12:00:00,12,1,3,403.80537090726665,12.570877439392728,1.8171241690827,0.5617183555164594,1.2554058135662407
2025-01-03 13:00:00,13,1,3,437.6860272650939,12.082613531769995,1.9695871226929225,0.3696764889864329,1.5999106337064894
2025-01-03 14:00:00,14,1,3,462.693536234296,9.77335077561325,2.082120913054332,0.4604375003036365,1.6216834127506954
2025-01-03 15:00:00,15,1,3,444.55490815628593,12.55935228848132,2.0004970867032865,0.4337837238435649,1.5667133628597216
2025-01-03 16:00:00,16,1,3,366.8371781480162,11.08423972988207,1.6507673016660729,0.554107611251899,1.096659690414174
2025-01-03 17:00:00,17,1,3,344.9246231114992,11.67489288852918,1.5521608040017465,0.5320554851961279,1.0201053188056184
2025-01-03 18:00:00,18,1,3,219.1765543665517,10.008108484948975,0.9862944946494824,0.7318923787878517,0.2544021158616307
2025-01-03 19:00:00,19,1,3,104.90947206552256,12.370150049111007,0.4720926242948514,0.6251853642259324,-0.1530927399310809
2025-01-03 20:00:00,20,1,3,0.0,13.314295745567115,0.0,0.854100090539923,-0.854100090539923
2025-01-03 21:00:00,21,1,3,0.0,13.53202364541405,0.0,0.913013279811098,-0.913013279811098
2025-01-03 22:00:00,22,1,3,0.0,11.799072078734635,0.0,0.8393219429741744,-0.8393219429741744
2025-01-03 23:00:00,23,1,3,0.0,10.629098261912452,0.0,0.3199395643615081,-0.3199395643615081
2025-01-04 00:00:00,0,1,4,0.0,10.243190833968118,0.0,0.3169798653887641,-0.3169798653887641
2025-01-04 01:00:00,1,1,4,0.0,6.31512707870914,0.0,0.3765312245018768,-0.3765312245018768
2025-01-04 02:00:00,2,1,4,0.0,7.710918918678286,0.0,0.2507118420226062,-0.2507118420226062
2025-01-04 03:00:00,3,1,4,0.0,8.101490820497133,0.0,0.4477260287587579,-0.4477260287587579
2025-01-04 04:00:00,4,1,4,0.0,7.413488240622888,0.0,0.432268037844711,-0.432268037844711
2025-01-04 05:00:00,5,1,4,0.0,10.39987861945315,0.0,0.3477889329411547,-0.3477889329411547
2025-01-04 06:00:00,6,1,4,0.0,10.937250499797967,0.0,0.4031253475751156,-0.4031253475751156
2025-01-04 07:00:00,7,1,4,0.0,7.561983205278487,0.0,0.7791025797680847,-0.7791025797680847
2025-01-04 08:00:00,8,1,4,89.63624007906314,8.71694671259739,0.4033630803557841,0.6920003600134476,-0.2886372796576634
2025-01-04 09:00:00,9,1,4,217.31763666809667,9.118512495234656,0.9779293650064348,0.5753295000716615,0.4025998649347734
2025-01-04 10:00:00,10,1,4,338.9639821667982,11.8269405397199,1.525337919750592,0.3636609113018685,1.1616770084487231
2025-01-04 11:00:00,11,1,4,399.8144099085513,12.309726025786176,1.7991648445884807,0.2417152334433318,1.5574496111451488
2025-01-04 12:00:00,12,1,4,434.8344808295021,11.445926939374925,1.95675516373276,0.5818330939062337,1.374922069826526
2025-01-04 13:00:00,13,1,4,480.2301837314084,10.11514797468028,2.1610358267913377,0.4583330432125392,1.7027027835787985
2025-01-04 14:00:00,14,1,4,449.4742088532013,13.575598693034982,2.022633939839406,0.3184258227272871,1.704208117112119
2025-01-04 15:00:00,15,1,4,367.9467090544141,13.223246849621528,1.6557601907448634,0.363209782980242,1.2925504077646215
2025-01-04 16:00:00,16,1,4,423.407819669348,13.812402258621162,1.905335188512066,0.3733024527196202,1.5320327357924457
2025-01-04 17:00:00,17,1,4,331.6398247131969,12.68534056770303,1.492379211209386,0.3332475407413592,1.1591316704680268
2025-01-04 18:00:00,18,1,4,299.28350532219963,12.610040707302495,1.3467757739498984,0.8272426874414713,0.5195330865084271
2025-01-04 19:00:00,19,1,4,53.4692646648285,12.138751580705156,0.2406116909917282,0.7484280283489206,-0.5078163373571923
2025-01-04 20:00:00,20,1,4,22.951735149595063,10.64108766790017,0.1032828081731778,0.7733341019603155,-0.6700512937871377
2025-01-04 21:00:00,21,1,4,0.0,12.27619540337893,0.0,0.7328460003173775,-0.7328460003173775
2025-01-04 22:00:00,22,1,4,0.0,10.434916917708914,0.0,0.6791961644519655,-0.6791961644519655
2025-01-04 23:00:00,23,1,4,0.0,12.07507462148438,0.0,0.2878523247899676,-0.2878523247899676
2025-01-05 00:00:00,0,1,5,0.0,9.723812120131404,0.0,0.3251820623852827,-0.3251820623852827
2025-01-05 01:00:00,1,1,5,0.0,6.328942719505947,0.0,0.2909417551589691,-0.2909417551589691
2025-01-05 02:00:00,2,1,5,0.0,6.260570556429021,0.0,0.3188830539382883,-0.3188830539382883
2025-01-05 03:00:00,3,1,5,0.0,8.830900427156116,0.0,0.3530479338678798,-0.3530479338678798
2025-01-05 04:00:00,4,1,5,0.0,7.881806078756741,0.0,0.2466356978880582,-0.2466356978880582
2025-01-05 05:00:00,5,1,5,0.0,9.561914867474874,0.0,0.345227613105086,-0.345227613105086
2025-01-05 06:00:00,6,1,5,0.0,11.449144992045024,0.0,0.3179091439507533,-0.3179091439507533
2025-01-05 07:00:00,7,1,5,38.52367909342789,8.890932667309544,0.1733565559204255,0.7436394967173654,-0.5702829407969399
2025-01-05 08:00:00,8,1,5,124.99427862849996,10.251697524260242,0.5624742538282499,0.8416845859280017,-0.2792103320997517
2025-01-05 09:00:00,9,1,5,284.5918929434542,8.121383460784337,1.280663518245544,0.7072996165495312,0.5733639016960127
2025-01-05 10:00:00,10,1,5,368.0232487971541,12.758825285734863,1.6561046195871931,0.4508096720511783,1.205294947536015
2025-01-05 11:00:00,11,1,5,375.2693691339332,7.961315066780314,1.6887121611026994,0.3183578621825866,1.3703542989201127
2025-01-05 12:00:00,12,1,5,407.9194058014817,11.49008580873577,1.835637326106668,0.4237844382638954,1.4118528878427723
2025-01-05 13:00:00,13,1,5,514.2838701054467,11.264792389228369,2.31427741547451,0.5410507654648639,1.7732266500096463
2025-01-05 14:00:00,14,1,5,508.637229254984,11.06577214018916,2.288867531647428,0.427299881153303,1.8615676504941248
2025-01-05 15:00:00,15,1,5,462.7883173642436,13.200757347414758,2.082547428139096,0.3518615379260744,1.7306858902130218
2025-01-05 16:00:00,16,1,5,430.2572412099819,12.112375341307205,1.9361575854449184,0.2618304833890804,1.674327102055838
2025-01-05 17:00:00,17,1,5,326.316125224775,10.674741492049794,1.4684225635114876,0.2608992073145546,1.207523356196933
2025-01-05 18:00:00,18,1,5,189.07716612609556,8.83628237783051,0.8508472475674299,0.7182783309042097,0.1325689166632202
2025-01-05 19:00:00,19,1,5,105.3785772228911,11.854296471807796,0.4742035975030099,0.7495252502799268,-0.2753216527769169
2025-01-05 20:00:00,20,1,5,30.28247541518948,11.451349800750616,0.1362711393683526,0.8873021564009164,-0.7510310170325637
2025-01-05 21:00:00,21,1,5,0.0,11.724953103649234,0.0,0.827622100110229,-0.827622100110229
2025-01-05 22:00:00,22,1,5,0.0,14.103853821270796,0.0,0.8015662713508485,-0.8015662713508485
2025-01-05 23:00:00,23,1,5,0.0,9.48503930069474,0.0,0.5302352733869996,-0.5302352733869996
2025-01-06 00:00:00,0,1,6,0.0,6.291448230402434,0.0,0.3957616972997523,-0.3957616972997523
2025-01-06 01:00:00,1,1,6,0.0,6.5272153954692325,0.0,0.4343103149069988,-0.4343103149069988
2025-01-06 02:00:00,2,1,6,0.0,6.771800844640269,0.0,0.4254913443339209,-0.4254913443339209
2025-01-06 03:00:00,3,1,6,0.0,7.648322938737215,0.0,0.4160511817506794,-0.4160511817506794
2025-01-06 04:00:00,4,1,6,0.0,6.032017265115444,0.0,0.4923700003051502,-0.4923700003051502
2025-01-06 05:00:00,5,1,6,0.0,7.966793170180751,0.0,0.4024919967477279,-0.4024919967477279
2025-01-06 06:00:00,6,1,6,0.0,9.127941551639546,0.0,0.3767024315475441,-0.3767024315475441
2025-01-06 07:00:00,7,1,6,11.01430404490991,9.17057371235339,0.0495643682020945,0.6971234864451232,-0.6475591182430287
2025-01-06 08:00:00,8,1,6,105.1627716650951,12.181448596412954,0.4732324724929279,1.0217016288162832,-0.5484691563233552
2025-01-06 09:00:00,9,1,6,232.98073799561695,11.178916372788375,1.0484133209802764,0.6180491874266167,0.4303641335536596
2025-01-06 10:00:00,10,1,6,311.9608278164395,7.742458883553662,1.4038237251739778,0.5573188108814597,0.8465049142925181
2025-01-06 11:00:00,11,1,6,392.6103124388429,12.067601763878026,1.766746405974793,0.2339668649941398,1.5327795409806533
2025-01-06 12:00:00,12,1,6,412.5177807610148,11.946933518976955,1.8563300134245664,0.4225138350815902,1.433816178342976
2025-01-06 13:00:00,13,1,6,464.448313589778,12.264174886242667,2.090017411154001,0.3662744374515357,1.7237429737024654
2025-01-06 14:00:00,14,1,6,467.7040153284228,9.483527872410471,2.1046680689779027,0.4073588639284079,1.697309205049495
2025-01-06 15:00:00,15,1,6,427.4350470843342,11.591397565471553,1.923457711879504,0.3965815014823463,1.5268762103971576
2025-01-06 16:00:00,16,1,6,344.9164960031619,8.612256125280226,1.5521242320142286,0.3909821084161216,1.161142123598107
2025-01-06 17:00:00,17,1,6,278.96793657438167,11.351321285314592,1.2553557145847174,0.4727491522463866,0.7826065623383308
2025-01-06 18:00:00,18,1,6,246.7980839903319,13.767884042090188,1.1105913779564935,0.6994082244527133,0.4111831535037802
2025-01-06 19:00:00,19,1,6,97.07860093147784,11.502390987691337,0.4368537041916503,0.8286441992259108,-0.3917904950342605
2025-01-06 20:00:00,20,1,6,39.89134361542174,11.582137151720696,0.1795110462693978,0.9170803901301272,-0.7375693438607294
2025-01-06 21:00:00,21,1,6,0.0,10.248117072020683,0.0,0.7011933250880366,-0.7011933250880366
2025-01-06 22:00:00,22,1,6,0.0,12.284102687984824,0.0,0.6415043139070493,-0.6415043139070493
2025-01-06 23:00:00,23,1,6,0.0,10.507801906584938,0.0,0.3423227691135159,-0.3423227691135159
2025-01-07 00:00:00,0,1,7,0.0,6.020606976430364,0.0,0.5848482604167882,-0.5848482604167882
2025-01-07 01:00:00,1,1,7,0.0,6.570790005542161,0.0,0.297019676522754,-0.297019676522754
2025-01-07 02:00:00,2,1,7,0.0,8.485177035866988,0.0,0.4861961576737407,-0.4861961576737407
2025-01-07 03:00:00,3,1,7,0.0,6.63606992589907,0.0,0.2834221728296932,-0.2834221728296932
2025-01-07 04:00:00,4,1,7,0.0,10.66274496237725,0.0,0.3665171689320977,-0.3665171689320977
2025-01-07 05:00:00,5,1,7,0.0,8.661263998696903,0.0,0.1882812893425111,-0.1882812893425111
2025-01-07 06:00:00,6,1,7,0.0,11.57131276931053,0.0,0.4572992391604849,-0.4572992391604849
2025-01-07 07:00:00,7,1,7,12.05652244910488,8.405421249495824,0.0542543510209719,0.7263676550967765,-0.6721133040758045
2025-01-07 08:00:00,8,1,7,173.00780479245012,9.121508117743996,0.7785351215660254,0.4892854645133362,0.2892496570526892
2025-01-07 09:00:00,9,1,7,176.3297898845488,12.705661245260137,0.7934840544804695,0.7540408531992151,0.0394432012812544
2025-01-07 10:00:00,10,1,7,310.5297820027416,11.97922214497626,1.397384019012337,0.3529936445424524,1.0443903744698846
2025-01-07 11:00:00,11,1,7,392.5028643606087,11.491821016511617,1.7662628896227393,0.2843695297167683,1.481893359905971
2025-01-07 12:00:00,12,1,7,448.4405149628596,11.482241434749316,2.017982317332868,0.3693872632237687,1.6485950541090992
2025-01-07 13:00:00,13,1,7,479.4474366097463,11.88466363176572,2.1575134647438587,0.3918529923223039,1.7656604724215548
2025-01-07 14:00:00,14,1,7,412.4395916058481,10.644759179591036,1.8559781622263165,0.446761698905206,1.4092164633211102
2025-01-07 15:00:00,15,1,7,417.5023341860456,12.235337333879148,1.878760503837205,0.4073608001353251,1.4713997037018798
2025-01-07 16:00:00,16,1,7,323.35484681176075,14.46082541125546,1.4550968106529234,0.430824834700887,1.0242719759520365
2025-01-07 17:00:00,17,1,7,363.29343042273007,11.03445288903477,1.6348204369022854,0.5636876403617677,1.0711327965405175
2025-01-07 18:00:00,18,1,7,98.20832536517854,14.15978055327174,0.4419374641433034,0.858938593038754,-0.4170011288954505
2025-01-07 19:00:00,19,1,7,147.83641916940013,9.511320540013893,0.6652638862623006,0.8029843135851061,-0.1377204273228055
2025-01-07 20:00:00,20,1,7,0.0,10.420627467782696,0.0,0.727370348864732,-0.727370348864732
2025-01-07 21:00:00,21,1,7,0.0,11.259219344937996,0.0,0.732772052768071,-0.732772052768071
2025-01-07 22:00:00,22,1,7,0.0,7.867863148571408,0.0,0.7026135654715993,-0.7026135654715993
2025-01-07 23:00:00,23,1,7,0.0,9.056934874510466,0.0,0.4857907651731408,-0.4857907651731408
2025-01-08 00:00:00,0,1,8,0.0,9.23497792382658,0.0,0.5229055010525632,-0.5229055010525632
2025-01-08 01:00:00,1,1,8,0.0,9.008641061474576,0.0,0.3032758455660699,-0.3032758455660699
2025-01-08 02:00:00,2,1,8,0.0,8.403935582017809,0.0,0.308282491669778,-0.308282491669778
2025-01-08 03:00:00,3,1,8,0.0,7.606249699170877,0.0,0.3566382336856089,-0.3566382336856089
2025-01-08 04:00:00,4,1,8,0.0,7.991904992025085,0.0,0.3425085610818053,-0.3425085610818053
2025-01-08 05:00:00,5,1,8,0.0,8.023826399340113,0.0,0.5015124696624783,-0.5015124696624783
2025-01-08 06:00:00,6,1,8,0.0,8.961931958032446,0.0,0.4620614331621082,-0.4620614331621082
2025-01-08 07:00:00,7,1,8,6.718799340269724,8.282928175448863,0.0302345970312137,0.594214281544946,-0.5639796845137323
2025-01-08 08:00:00,8,1,8,131.08890038812362,8.75848209092965,0.5899000517465562,0.6797972935582638,-0.0898972418117075
2025-01-08 09:00:00,9,1,8,288.7129559315556,10.032739168042855,1.2992083016920002,0.716687268088365,0.5825210336036352
2025-01-08 10:00:00,10,1,8,304.53169604302474,10.979992923896049,1.3703926321936113,0.5148815672963363,0.855511064897275
2025-01-08 11:00:00,11,1,8,411.2512438006828,11.45362202783546,1.8506305971030728,0.4167741518475115,1.433856445255561
2025-01-08 12:00:00,12,1,8,492.8578020815446,11.719301954993409,2.217860109366951,0.3978415926748818,1.8200185166920693
2025-01-08 13:00:00,13,1,8,446.4183900598495,10.792801098127992,2.0088827552693225,0.3779074730827122,1.6309752821866104
2025-01-08 14:00:00,14,1,8,506.9673882799507,13.133001408855206,2.281353247259778,0.2370811139396512,2.044272133320127
2025-01-08 15:00:00,15,1,8,464.3391938272821,9.169687427219085,2.0895263722227693,0.3834227699820384,1.7061036022407308
2025-01-08 16:00:00,16,1,8,362.19213095105033,12.119579465123437,1.6298645892797263,0.3898572017167673,1.2400073875629591
2025-01-08 17:00:00,17,1,8,274.3999578644382,12.354128390351322,1.2347998103899718,0.5187063015418413,0.7160935088481305
2025-01-08 18:00:00,18,1,8,233.2943531080339,14.814104191585669,1.0498245889861526,0.7204502921716465,0.3293742968145061
2025-01-08 19:00:00,19,1,8,102.51714070437107,11.926925346666769,0.4613271331696698,0.8359122274581623,-0.3745850942884924
2025-01-08 20:00:00,20,1,8,48.943717290058025,10.882949618589231,0.2202467278052611,0.7494190435381165,-0.5291723157328554
2025-01-08 21:00:00,21,1,8,0.0,10.5045160172489,0.0,0.9675288168465171,-0.9675288168465171
2025-01-08 22:00:00,22,1,8,0.0,12.559840362942987,0.0,0.6594374842771469,-0.6594374842771469
2025-01-08 23:00:00,23,1,8,0.0,11.12337450048664,0.0,0.2720512853466293,-0.2720512853466293
2025-01-09 00:00:00,0,1,9,0.0,6.608101484656019,0.0,0.4954808383497381,-0.4954808383497381
2025-01-09 01:00:00,1,1,9,0.0,10.733085687818145,0.0,0.2865221104610225,-0.2865221104610225
2025-01-09 02:00:00,2,1,9,0.0,7.8733833361797885,0.0,0.4760525277694183,-0.4760525277694183
2025-01-09 03:00:00,3,1,9,0.0,8.66537922102811,0.0,0.3932647784201377,-0.3932647784201377
2025-01-09 04:00:00,4,1,9,0.0,7.4775951022938205,0.0,0.3393867297769734,-0.3393867297769734
2025-01-09 05:00:00,5,1,9,0.0,11.350555272840916,0.0,0.4004536408678598,-0.4004536408678598
2025-01-09 06:00:00,6,1,9,0.0,9.66503687149384,0.0,0.3928327940405961,-0.3928327940405961
2025-01-09 07:00:00,7,1,9,41.23482991631093,11.538826224626728,0.1855567346233991,0.6654838502594451,-0.4799271156360459
2025-01-09 08:00:00,8,1,9,103.71181325047252,5.9980873680741,0.4667031596271264,0.6927306358813287,-0.2260274762542022
2025-01-09 09:00:00,9,1,9,266.4628623046982,11.006491653999571,1.199082880371142,0.6430196054244057,0.5560632749467362
2025-01-09 10:00:00,10,1,9,334.18397641886435,10.854817688465932,1.5038278938848897,0.4628817241335022,1.040946169751387
2025-01-09 11:00:00,11,1,9,400.5221020369414,11.889093008960389,1.8023494591662363,0.4288103784469387,1.3735390807192975
2025-01-09 12:00:00,12,1,9,418.814117429456,9.34142969616663,1.884663528432552,0.3217454337093201,1.5629180947232322
2025-01-09 13:00:00,13,1,9,458.1249244935468,10.824430802652188,2.0615621602209604,0.4449913646294563,1.616570795591504
2025-01-09 14:00:00,14,1,9,591.2372001098014,11.776313080768803,2.6605674004941062,0.4267478516995041,2.233819548794602
2025-01-09 15:00:00,15,1,9,475.9099074185084,11.026976958114169,2.1415945833832875,0.4247734897978086,1.7168210935854789
2025-01-09 16:00:00,16,1,9,353.1137382164977,13.536311248283637,1.5890118219742395,0.3683881685207732,1.2206236534534665
2025-01-09 17:00:00,17,1,9,362.07175205098014,9.890374175785162,1.6293228842294103,0.4574589729092069,1.1718639113202036
2025-01-09 18:00:00,18,1,9,194.1407954891053,12.224253128194729,0.8736335797009739,0.9914448399366552,-0.1178112602356812
2025-01-09 19:00:00,19,1,9,175.43440725096605,11.107377381536857,0.7894548326293472,0.8574872284083478,-0.0680323957790005
2025-01-09 20:00:00,20,1,9,30.630470099728257,10.51158122787786,0.1378371154487771,0.7393078007576017,-0.6014706853088245
2025-01-09 21:00:00,21,1,9,0.0,11.239048454029671,0.0,0.7815948592045957,-0.7815948592045957
2025-01-09 22:00:00,22,1,9,0.0,13.968810825313708,0.0,0.6928556347816894,-0.6928556347816894
2025-01-09 23:00:00,23,1,9,0.0,9.315010891207256,0.0,0.472523359975321,-0.472523359975321
2025-01-10 00:00:00,0,1,10,0.0,5.691011059571332,0.0,0.2539722530039183,-0.2539722530039183
2025-01-10 01:00:00,1,1,10,0.0,9.76211461638518,0.0,0.4531008227292999,-0.4531008227292999
2025-01-10 02:00:00,2,1,10,0.0,5.846819894691113,0.0,0.3076406521888652,-0.3076406521888652
2025-01-10 03:00:00,3,1,10,0.0,8.157492955112637,0.0,0.4150604385696408,-0.4150604385696408
2025-01-10 04:00:00,4,1,10,0.0,7.783006788218254,0.0,0.3106167517114531,-0.3106167517114531
2025-01-10 05:00:00,5,1,10,0.0,8.20313201339904,0.0,0.409952998114045,-0.409952998114045
2025-01-10 06:00:00,6,1,10,0.0,8.473113757653923,0.0,0.3503469923069055,-0.3503469923069055
2025-01-10 07:00:00,7,1,10,37.25646180201379,9.217178827328166,0.167654078109062,0.6471562743816698,-0.4795021962726077
2025-01-10 08:00:00,8,1,10,149.55300093900394,10.001864090355436,0.6729885042255177,0.8032086610459052,-0.1302201568203874
2025-01-10 09:00:00,9,1,10,174.9074454616097,10.90593907238219,0.7870835045772437,0.7028130680850722,0.0842704364921715
2025-01-10 10:00:00,10,1,10,293.18882190127204,10.443672404065698,1.3193496985557245,0.5047487922463937,0.8146009063093306
2025-01-10 11:00:00,11,1,10,370.50296870413626,10.290743869368614,1.6672633591686132,0.4182940172308179,1.2489693419377954
2025-01-10 12:00:00,12,1,10,471.498700815927,9.831599249255042,2.1217441536716715,0.2361317512639159,1.8856124024077556
2025-01-10 13:00:00,13,1,10,508.6321638964845,11.724342607424193,2.28884473753418,0.437754889261205,1.851089848272975
2025-01-10 14:00:00,14,1,10,501.907103067824,11.199115868343172,2.258581963805208,0.3227649349275794,1.9358170288776289
2025-01-10 15:00:00,15,1,10,483.9332857885817,11.259694284840544,2.177699786048618,0.2234009015040122,1.9542988845446057
2025-01-10 16:00:00,16,1,10,398.86845204796,13.261453302372171,1.79490803421582,0.3168949339341577,1.4780131002816623
2025-01-10 17:00:00,17,1,10,250.8112001219192,11.573852250131322,1.1286504005486362,0.2980995806895893,0.8305508198590469
2025-01-10 18:00:00,18,1,10,278.2011823801006,11.573525979467917,1.251905320710453,0.7762370358229861,0.4756682848874666
2025-01-10 19:00:00,19,1,10,96.53707257576929,11.266838422934049,0.4344168265909617,0.6674175635091066,-0.2330007369181448
2025-01-10 20:00:00,20,1,10,13.564280308827206,13.367589216569828,0.0610392613897224,0.9585732719964491,-0.8975340106067268
2025-01-10 21:00:00,21,1,10,0.0,11.242574196896625,0.0,0.8636012115436509,-0.8636012115436509
